content,app
"After the new update, the app crashes whenever i click on my accounts. please look into this matter. i am using Samsung S25 Ultra",UBL Digital
I love it this is a nice app,UBL Digital
App crashes frequently,UBL Digital
The app and the services till now are good.,UBL Digital
Bug filled app. Dont use..,UBL Digital
Very bad app and also banking is very poor,UBL Digital
I am very satisfied with UBL's services. I will always want to keep my account with UBL,UBL Digital
very good I m very satisfied,UBL Digital
Brilliant app thank God ypu were sensible for creating an app for watch easy quick payments and balance check. Later on do include NFC payments for watch but not needed much due to Google Wallet.,UBL Digital
Overall user friendly.,UBL Digital
today I visited UBL Karor Lal Essan Branch to open my bank account.But they didn't coprated with me they said visit next day or day after tomorrow. Very Bad experience of my life I visited UBL for first time but hearted to much i recently installed the app to open account from myself but nothing else. I can't do this. After resume my application my application not getting my Karor Lal Essan Branch on the app why I am in hypertension I need urgent help please let me know how to find out this,UBL Digital
plz help kr dy mari app open ni ho rhi kasy krty ha koi Bata dy,UBL Digital
this app is very easy and security system is very strong,UBL Digital
"Disappointed, as they introduced new update by stop working on some older version Androids without any notice. Our balance remain there as it as and there is no other way to transfer balance other than using ATM manually. which is quiet frustrating!",UBL Digital
Great and Excellent App. I love it🥰,UBL Digital
Fast and Convenient,UBL Digital
"I'm from Head Faqirian Mandi bha-ud-din, please open your UBL branch in over city as soon as possible. Thanks",UBL Digital
"Very easy and good and the helpline is also very easy and thanks to it, Shari is also very easy to talk to. Thank you very much.",UBL Digital
excellent service 👍,UBL Digital
I am using this app from 6 months and I would like to say it's really a great app and as well as simple in using I always used it easily and got best experience,UBL Digital
good app jazakallah 💜,UBL Digital
beauty full app and best work,UBL Digital
I'm using since 2015 the service is amazing and very easy you can also change your number address don't need to go branch happy to part of ubl,UBL Digital
Best app in banking.,UBL Digital
Ubl service is very good,UBL Digital
"I cleared the cache, then uninstalled the application. then restarted my device, then installed it again. But the same issue persists. when I go to List of accounts, the app crashes and does not respond.",UBL Digital
I love this app very good 👍,UBL Digital
very good application,UBL Digital
so lovely app bohat acha app h main gher bethy money transfer ker leti hnu no tension,UBL Digital
Nice app all feacher working for now,UBL Digital
"This is awesome 😎 app. i want to give this app five stars but there are two issues 😕 i want to address. The first issue is that there is a limit of 25 thousand on easypasa and other apps like this. i request company please remove the limit or extend it to one lakh or a handsome amount which company consider a good amount. .second issue is that you have to save every utility bill before paying. i request company please remove this option or give options of ""pay once"" and ""save"" to every user.",UBL Digital
This app is very good very easy withdraw any time,UBL Digital
my favourite Bank,UBL Digital
Dear Team i am very much satisfied with ubl digital app. but during last few days i am facing problem while going to list of account option for checking my credit card details. when i click the option ap restartrd. plz find out the solution. thanks,UBL Digital
"I am experiencing an issue in this app as soon as I am trying to open a list of accounts, the app crashes, and I already cleared cache, but got an error message ""there is a bug in this app""",UBL Digital
my favorite Bank UBL. I love it.,UBL Digital
better experience easy start application good work ubl bank team introduce new functions in this app sir please add sim pekages all sims and transaction history option,UBL Digital
the app is crashing when i select fee payments option. please fix the bug now,UBL Digital
very easy and useful for me,UBL Digital
nice App 👍👍👍,UBL Digital
excellent user experience user friendly simple and quick no errors all features are good UBL mobile banking is one of the best in Pakistan.,UBL Digital
this app is easy to use,UBL Digital
very good service ubl,UBL Digital
I don't know what's changed but the application is now working again so I am changing my review because the application UX has always been great and smooth.,UBL Digital
very Good UBL Digital Ap 🥰🥰🤗,UBL Digital
good app 💯 the app is very simple,UBL Digital
Please add an option to download important certificates like the Account Maintenance Certificate from the app. It would make online access and documentation much easier for users.,UBL Digital
prompt and efficient service,UBL Digital
Too bad people are in this bank now one have since to talk I have shared a lot of time with your department,UBL Digital
"safe, Smooth and Fast highly recommended",UBL Digital
the app has improved alot im using it without any flaw,UBL Digital
I used this app for so long but today it's not working. I can't do school fee payment with this app. I already restart my phone and re-i nstall this app but I failed thrice. what can I do now? please do check.,UBL Digital
this app is so easily for money transfer and money received,UBL Digital
this is a good app that has solved my online payments problems. thanks UBL,UBL Digital
I have non pta mob so how to I login this app Please help me how to use this app And get benefits from your service,UBL Digital
"Top1 bank in Pakistan our choice is only ""UBL""",UBL Digital
Servies excelant .,UBL Digital
app shut down whenever I try to open list of accounts. why?????,UBL Digital
Awesome Banking App Ever,UBL Digital
so complicated when you sign in to multiple devices the same account..please make it easier and possible to sign in other phones,UBL Digital
"I’ve been trying to reset my password for months. The app asks for the last 4 digits of my account number, and even though I enter the correct ones, it never works. After a few tries, I get blocked again and again. I’ve wasted so much time, tried every update, and nothing helps. No proper support or solution. This app is broken and unreliable. Extremely frustrating experience. UBL needs to fix this.",UBL Digital
mashallah bht acha experience hai,UBL Digital
I didn't get any hurdle during my transaction thanks UBL,UBL Digital
very much satisfied with the service of ubl digital.,UBL Digital
