,app,content,score,at
286,Al Habib,"worst mobile banking app ever! takes too long to login and most of the time, it does not even respond at all. unable to transfer money, an unknown error while transferring. Work on your mobile app. Have some good developers. This is exhausting!",1,2025-06-06 16:11:02
287,Al Habib,Works slow and I am unable to transfer money whenever needed pathetic,1,2025-06-06 15:50:50
288,Al Habib,fix your problem too much slow app,1,2025-06-06 15:25:06
289,Al Habib,the last update totally screwed the application and the timing made it more critical,1,2025-06-06 14:54:10
290,Al Habib,"At least Bank Alhabib changed its mobile banking App. Better than the previous one (AGILE APP). But still needs a lot of improvements. This app doesn't support dark mode, so text on many of the pages are not visible. Way to go Bank Alhabib, please resolve this issue.",4,2025-06-06 13:36:10
291,Al Habib,"Currently your app is not working in Iraq, since 3 days I tried to open the App but Error message is appearing ""Unable to connect the server"", I tried to open app on multiple mobiles but same message is appearing again and again. Please resolve this issue as soon as possible",3,2025-06-06 13:29:13
292,Al Habib,Not Working Properly,2,2025-06-06 11:59:52
293,Al Habib,very slow taking days to send otp,1,2025-06-06 10:27:17
294,Al Habib,"After updating the app, it is giving a ""no account available"" error. Do proper QA before pushing new release.",3,2025-06-06 09:37:13
295,Al Habib,worst banking mobile app very disappointed,1,2025-06-06 09:36:11
296,Al Habib,"One Of the Worst Banking Application. Login Issues, Sending, issues almost every type of issues you will face here",1,2025-06-06 08:58:05
297,Al Habib,since one whole day my app is not working? can you please confirm whats the issue? Eid is ahead and now is fhe time it should be mostly available.,1,2025-06-06 02:48:28
298,Al Habib,"Wow, what an incredible user interface – if the goal was to make everything as complicated and unusable as possible. Truly a masterpiece of overengineering, all in the noble name of “security.” I recently moved from Meezan Bank thinking I’d get an upgrade... but joke’s on me! Compared to this, Meezan and even UBL feel like Silicon Valley innovations. If confusion, frustration, and regret had a baby, it would be this app. Brilliant work, really.",1,2025-06-06 00:36:46
299,Al Habib,good,5,2025-06-05 23:45:28
300,Al Habib,good app,5,2025-06-05 23:31:06
301,Al Habib,pathetic aap 😡,1,2025-06-05 23:04:18
302,Al Habib,very help ful,5,2025-06-05 22:54:04
303,Al Habib,"This application's performance is very poor. First of all, it's such a hassle to log in. Even after updating it, the same issue keeps popping up again and again — ""Unable to connect to the server."" I've been facing this problem for the past hour.",1,2025-06-05 22:50:12
304,Al Habib,trash app hire better designer and developer,1,2025-06-05 22:47:53
305,Al Habib,"This app is just a blunder, Always show errors",1,2025-06-05 22:45:19
306,Al Habib,galiyan khane wali hrkat kri he app sahi chal rhi thi 2 june ka galiyan khane ke liye update ai,1,2025-06-05 22:44:28
307,Al Habib,app chalne mein bahut slow hai,1,2025-06-05 22:39:35
308,Al Habib,it the emergency time all time not working properly please updatee very slowly,1,2025-06-05 22:34:28
309,Al Habib,worst experience.. app not working,1,2025-06-05 22:33:33
310,Al Habib,"3rd class app, never works, always broken and not working, cheap 3rd class application",1,2025-06-05 22:32:54
311,Al Habib,App improved 👏 now it seems reliable fixed lot of issues.,4,2025-06-05 22:31:19
312,Al Habib,bad,1,2025-06-05 22:29:28
313,Al Habib,worst ever experience in any banking app. Very very bad experience. I don't want to suggest anyone to use this application.,1,2025-06-05 22:08:56
314,Al Habib,worst ever banking app platform.,1,2025-06-05 22:08:06
315,Al Habib,The new update is awful. it's not working,1,2025-06-05 21:48:49
316,Al Habib,"""Access denied. User does not have permission to perform this action"" I tried to transfer my money..",1,2025-06-05 21:12:42
317,Al Habib,"worst app I have ever used , I am unable to transfer the amount from the last 8 hours",1,2025-06-05 21:06:33
318,Al Habib,bakwas app,1,2025-06-05 21:00:26
319,Al Habib,1.0.58 Update is a very very bad update.Nothing is working on my app perfectly. everything got too slow 😤😤😤.,1,2025-06-05 20:55:37
320,Al Habib,good,5,2025-06-05 19:45:13
321,Al Habib,I can not able to install app it downloaded and then cancel automatically,1,2025-06-05 19:42:33
322,Al Habib,excellent,5,2025-06-05 18:55:43
323,Al Habib,"This app is full of glitches and error. I face more than 10 times problem a month with transaction. Not even have option to recharge network like zong, ufone,etc.",1,2025-06-05 18:42:04
324,Al Habib,"worst app , even ATM receipt 🧾 is not showing balance. If balance is marked or not showing. What is the purpose of this.Worst it dev and business team.",1,2025-06-05 17:36:34
325,Al Habib,slowest app ever,1,2025-06-05 16:46:13
326,Al Habib,"after today's update, the app is not working. worst banking app in 2025",1,2025-06-05 15:47:34
327,Al Habib,more best then,4,2025-06-05 15:21:39
328,Al Habib,app update hokr install Nahi horahi hai... bar bar update Ka option arha hau,1,2025-06-05 14:41:13
329,Al Habib,Good,5,2025-06-05 14:39:22
330,Al Habib,not working 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,1,2025-06-05 13:08:56
331,Al Habib,disappointed,1,2025-06-05 08:29:01
332,Al Habib,Good,5,2025-06-05 08:07:10
333,Al Habib,"3rd class out dated UI, they can learn a thing or two from UBL and Meezan Bank apps. utterly disappointed from the user experience.",1,2025-06-05 02:09:44
334,Al Habib,Substandard,1,2025-06-04 21:44:26
335,Al Habib,3rd Class Mobile banking app Ever seen. everytime there is error when open app. very pathetic 😔,1,2025-06-04 20:27:04
336,Al Habib,Need improvement,1,2025-06-04 19:34:49
337,Al Habib,bikar Sirvece ha Bank all habib ma khud se peyemnt cut Hoti ha ma ne aik week pahle account open kia 3450 cute gye or koi sunta hi ni tha is liye aj band karwa dia account 🙏🏽😠,1,2025-06-04 19:26:43
338,Al Habib,good,4,2025-06-04 17:48:30
339,Al Habib,Pakistan's Worst internet Banking Platform. Even slower than a turtle 🐢🐢🐢 . . . They took the lesson of slow and steady wins the race very seriously. Jesi thaki physical service in banks wesi hi thaki Online banking.,1,2025-06-04 16:03:07
340,Al Habib,Worst mobile application firslty app is not working also have login problems inshort very bad experience,1,2025-06-03 22:09:30
341,Al Habib,"Very pathetic Mobile App i have ever used. When I click on the User Guide option then its hanged the mob and when i try to complain and call on help line number, they asked me to wait for 20 minutes and i was in 24 number. Furthermore, making Internet Mobile App is also the worst experience due to multiple security verifications. Plz don't open acct in BAH.",1,2025-06-03 22:02:53
342,Al Habib,Need to more improvement. Many times very slow working. Many times taking more time for open. 3rd class application.,1,2025-06-03 17:33:21
343,Al Habib,"VERYY Garbage app, Not any real-time content or dataa absolutely pathetic just like the Bank. WORST BLOODY APP ON PLANET EARTH JESUS. I MADE IT 1 STAR NOW",1,2025-06-03 12:43:04
344,Al Habib,"update is showing but the app didn't do anything, not start the update..........",1,2025-06-03 08:42:25
345,Al Habib,BAHL app is out dated plz update as per standard other banks app like HBL or UBL...,3,2025-06-02 19:24:28
346,Al Habib,fingerprint doesn't work.,2,2025-06-02 12:16:38
347,Al Habib,slow app,5,2025-06-02 05:28:50
348,Al Habib,"V bad, its too irritating",1,2025-06-01 21:12:37
349,Al Habib,"currently, my mobile app is not working on mobile data. what's wrong with this.",5,2025-06-01 13:52:07
350,Al Habib,koi madad kr skta ha bank acount log in nh ho ra mera sb kuch kr chuki hu but agay sy phr invalid username or user id ata ha log in hi nh ho ra,2,2025-06-01 11:27:33
351,Al Habib,"The app is user-friendly, secure, and fast. Fund transfers, bill payments, and account management are seamless. Biometric login and real-time alerts make banking simple and reliable on the go.",5,2025-05-31 18:41:22
352,Al Habib,good,5,2025-05-31 18:11:50
353,Al Habib,"Unusable and infuriating. Al Habib’s app is a disaster. It constantly freezes, fails to load, crashes randomly, and doesn't send OTPs when needed. Even when I enter correct info, it says “invalid account.” I just want to send money, not suffer. Every day is a new error. JazzCash and NayaPay work flawlessly — this app feels like it’s from the Stone Age. Fix it or shut it down. Total embarrassment.",1,2025-05-31 15:06:46
354,Al Habib,Very good app ☺️,5,2025-05-31 14:33:58
355,Al Habib,So ridiculous. Over a month now the biometric login is not working.,3,2025-05-31 13:20:08
356,Al Habib,very poor application . mostly down. can't do transaction mostly. works for only 10 to 12 days a month,1,2025-05-30 21:22:46
357,Al Habib,Good,5,2025-05-30 17:37:13
358,Al Habib,fazool JB biometric hogya phr again again bio matric per le jarehe ha app,1,2025-05-30 17:22:25
359,Al Habib,I know there would not be any value of my review but I am doing ..it was good but now even we are unable to do transactions ...it's keep bugging buffering I don't know what to say but very bad now,1,2025-05-30 16:05:31
360,Al Habib,Grate app,5,2025-05-29 20:18:32
361,Al Habib,WORST BANKING APP EVER. please learn user interface making from HBL or Meezan. Spend some bucks .,1,2025-05-29 19:33:46
362,Al Habib,"""This is a very bad app. There's a lot of trouble creating an account on it. Whenever you try to create or reset a password, the app gets stuck. This is a very poor app. My advice is not to open an account with this bank.""",1,2025-05-29 19:01:53
363,Al Habib,UI/UX is not top notch,3,2025-05-29 13:51:18
364,Al Habib,good 👍,5,2025-05-28 20:02:20
365,Al Habib,It's good step.,5,2025-05-28 13:13:54
366,Al Habib,"Please add a ""Share Screenshot"" option immediately after completing a money transfer. Currently, there is no built-in feature to share the transaction confirmation screenshot directly from the app. Users have to take a manual screenshot, crop it, and then share it — which is time-consuming. Many other banking apps like UBL and Meezan have already added this useful feature, making it easy for users to quickly share payment proof. Adding this will greatly improve the user experience.",3,2025-05-28 10:26:10
367,Al Habib,my experience is very very bad with this app this is too much frustrating and not helpful yet! i make account with the right username and password but when i try to login there is unexpected errors please working on this and make app reliable for everyone,1,2025-05-28 00:11:29
368,Al Habib,"worst bank and worst banking app ever found on planet. Too many issues, too many hurdles after opening app. Management should learn and copy mbl app that's all. Pathetic system Account Closed, due to this sluggish and unreliable system",1,2025-05-27 13:25:04
369,Al Habib,I have download this app for the first time and want to enter into it but my biometric didn't work will I have also visited to near branch of bank Al habib but they said it's will sought out in some days but it takes long period of time so kindly fix this error and modified it for the users we will be thankful to you.,1,2025-05-27 10:00:49
370,Al Habib,excellent service,5,2025-05-27 06:31:21
371,Al Habib,pethatic app,1,2025-05-26 15:36:50
372,Al Habib,"Plz upgrade the App it is too slow and not good interface,do a big app update",2,2025-05-26 13:40:45
373,Al Habib,"Honestly, I'll never recommend this bank to anyone. it's the most frustrating bank ever.",1,2025-05-26 09:11:49
374,Al Habib,bad experience not updated very slow,1,2025-05-26 00:22:48
375,Al Habib,Hands down the worst mobile banking app ever. Kudos to the incompetent team at BAHL 👍,1,2025-05-25 21:29:57
376,Al Habib,app always crashes,1,2025-05-25 00:13:53
377,Al Habib,new device registered ni ho ri,1,2025-05-24 16:30:24
378,Al Habib,"I had a good experience with the app since many years. However I started receiving ""Unable to connect to server"" error randomly from past several days. I tried restarting and reinstalling the app many times. The issue becomes critical when you've an urgent transaction. Please resolve.",4,2025-05-24 15:47:01
