content,app,aspects,opinions,sentiments,categories,mapped_categories
"there is some bug in application, while using the app automatically getting off. kindly check",UBL Digital,['application'],['bug'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
Bank selection option is not available in the other bank transfer tab in Add New Payee.,UBL Digital,['Bank selection option'],['not available'],['negative'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
this app not working fine on my mobile. hang on payment review...,UBL Digital,['app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
Is here any rewards from UBL for the Overseas Customer who transfers Millions of money from foreign countries.,UBL Digital,['rewards'],['NULL'],['neutral'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
good online banking...,UBL Digital,['online banking'],['good'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
facing issue in login (service inaccessible) from last 3 weeks in login . complain several times on online customer care email but didn't solve . I am so disappointed.,UBL Digital,"['login', 'service', 'online customer care email']","['NULL', 'inaccessible', 'disappointed']","['negative', 'negative', 'negative']","['SOFTWARE#OPERATION_PERFORMANCE', 'SERVICE#GENERAL', 'SUPPORT#GENERAL']","['APP#PERFORMANCE', 'BRANCH_SERVICE', 'CUSTOMER_SUPPORT']"
we are happy this app,UBL Digital,['app'],['happy'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
all is good 👍,UBL Digital,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
nice and very protective,UBL Digital,['NULL'],['nice'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
"very, very good 👍",UBL Digital,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
very bad app,UBL Digital,['app'],['bad'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
best mobile banking system,UBL Digital,['mobile banking system'],['best'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
what a app salute to the ubl iam glad to use this app,UBL Digital,['app'],['glad'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
best and good,UBL Digital,['NULL'],['best'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
"Stuck on ""enter pin"" screen",UBL Digital,"['""enter pin"" screen']",['Stuck'],['negative'],['DISPLAY#OPERATION_PERFORMANCE'],['SCREEN#ISSUES']
best one of the,UBL Digital,['NULL'],['best'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
I like it,UBL Digital,['NULL'],['like'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
The app is not working properlly please update and fix it ..its howing a loading on last step of sending money and the loading does not disappear then in am unable to send money,UBL Digital,['app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
very nice 👍👍👍,UBL Digital,['NULL'],['nice'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
"I'm unable to link my raast id. Always shows a pop saying ""FAILURE"". My raast id is not linked to any other bank. Also please handle the api response properly and show a meaningful error message e.g. Your raast id is linked to another bank.",UBL Digital,['api response'],['NULL'],['negative'],['SUPPORT#OPERATION_PERFORMANCE'],['SUPPORT#PERFORMANCE']
"worst experience from last month.Its unable to detect my fingerprints.Sending me baseless OTP all the time.i had contacted ubl bank and online banking system too ,but my problem is not getting solved....They are getting worse.",UBL Digital,['NULL'],['worst'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
"Is this a nonsense app? I was logged in on one mobile, now I got a new one and trying to login on it, but it gives the error 'your device is not verified' even though I’ve already deleted the app from the old mobile",UBL Digital,['app'],['nonsense'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
میں نے موبائل reset کیا اور جب UBL Apps کو جب login کیا تو یہ issue آ رہا ہے Your sign up to the app is pending biomatric verification. Please visit your nearest branch۔ کیا ہر بار اگر موبائل ریسٹ یا موبائل چینج کرنا ہو تو پہلے بینک کا چکر لگانا ہوتاہے کیا ۔ میں نے پہلے feedback دیا لیکن آپ نے طریقہ بتا دیا کہ ھاتھ صاف ہوں اور سفید background ہو لیکن biomatric کا option آئے تب باقی کے setup کروں۔ آپ پلیز application کو update کروں کہ بندہ بینک کے چکر سے بچ سکے ۔ Thanks.,UBL Digital,['UBL Apps'],['NULL'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
Good response and very talented staff,UBL Digital,"['response', 'staff']","['Good', 'talented']","['positive', 'positive']","['SERVICE#GENERAL', 'SERVICE#GENERAL']","['BRANCH_SERVICE', 'BRANCH_SERVICE']"
Good experience support and branch staff is outstanding for UBL as compared to other banks 100% recommend bank,UBL Digital,"['experience support', 'broadside staff']","['Good', 'outstanding']","['positive', 'positive']","['SUPPORT#GENERAL', 'SERVICE#GENERAL']","['CUSTOMER_SUPPORT', 'BRANCH_SERVICE']"
biznis krna ha ubl pr ayo maze kro...,UBL Digital,['NULL'],['NULL'],['positive'],['RESTAURANT#GENERAL'],['LOCATION_FEEDBACK_MISC']
"I applied for the remittance paper a week ago and it has not been received yet, even though it is showing as completed on the system.",UBL Digital,['remittance paper'],['not been received'],['negative'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
one of the best mobile banking application,UBL Digital,['mobile banking application'],['best'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
Great 👍 CEO GENESYS POWER SOLUTIONS Islamabad.,UBL Digital,['GENESYS POWER SOLUTIONS'],['Great'],['positive'],['POWER_SUPPLY#GENERAL'],['UTILITIES#POWER_ISSUE']
"I am very disappointed. From all the staff, i have opened digital account through app since 8 months but call centre telling call karachi, karachi told call islamabad, islamabad told called kohatn, I don't know what they are trying to do. they dont work professionally",UBL Digital,['staff'],['disappointed'],['negative'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
few days issue login,UBL Digital,['login'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
good service and customer care,UBL Digital,"['service', 'customer care']","['good', 'good']","['positive', 'positive']","['SERVICE#GENERAL', 'SUPPORT#GENERAL']","['BRANCH_SERVICE', 'CUSTOMER_SUPPORT']"
it's been a long time I'm using this app is awesome,UBL Digital,['app'],['awesome'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
UBL is an extremely disgraceful bank in Pakistan. They block accounts without any proof. They should at least talk to the customer once to determine whether it's their fault or not. UBL is a fraudulent bank.,UBL Digital,['UBL'],['disgraceful'],['negative'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
Ui design so awesome,UBL Digital,['Ui design'],['awesome'],['positive'],['LAPTOP#DESIGN_FEATURES'],['UI_UX#DESIGN']
it's good but sometimes it doesn't work,UBL Digital,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
Great and Fabolous workk,UBL Digital,['workk'],['Great'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
good app and easy to use,UBL Digital,['app'],['good'],['positive'],['SOFTWARE#USABILITY'],['APP#USABILITY_FEATURES']
Only issue is that it stops my transactions after two or three transactions especially on easypaisa and 1 bill even I have a business account. Rest app experience is superb,UBL Digital,['apps'],['superb'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
Good experience for ubl application,UBL Digital,['ubl application'],['Good experience'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
slow working with Redmi 9c,UBL Digital,['Redmi 9c'],['slow'],['negative'],['LAPTOP#OPERATION_PERFORMANCE'],['DEVICE#PERFORMANCE']
best bank of Pakistan.LOVE U UBL,UBL Digital,['bank'],['best'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
please register your profile this app ya masla kio Hal,UBL Digital,['app'],['NULL'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
"Not working since 2 months cash not transfer via app i tried much updates, clear cache, also contact to help line but not working yet.",UBL Digital,['NULL'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
please add an option to save payment apart from share option,UBL Digital,['NULL'],['NULL'],['positive'],['SUPPORT#DESIGN_FEATURES'],['Miscellaneous']
Every Were Every Time UBL Serving in All Over Pakistan Good Job Thanks UBL,UBL Digital,['UBL'],['Good Job'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
I don't know why when I want come online I cant go online it's says always service is incessible...Mostly at night time,UBL Digital,['service'],['incessible'],['negative'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
excellent 👌 work 👍,UBL Digital,['NULL'],['excellent'],['positive'],['LAPTOP#OPERATION_PERFORMANCE'],['DEVICE#PERFORMANCE']
not working today,UBL Digital,['NULL'],['NULL'],['negative'],['LAPTOP#OPERATION_PERFORMANCE'],['DEVICE#PERFORMANCE']
When I am trying to send money to ubl account it says you can not add a payee account of you etc but iam sending amount to another ubl account last time there was issue in sending amount to jaazcash,UBL Digital,['ubl account'],['NULL'],['negative'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
ubl digital app is very good and fastest app,UBL Digital,['ubl digital app'],['good'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
"Hello Janab 🙏😇 Aapki transaction ke late hone ki wajah se hi humne cryptocurrency 💸🔐 ka istemal shuru kiya hai. Wahan sirf kuch seconds ⏱️ mein paise dusre ke account mein transfer ho jaate hain, na koi dikkat ❌ na koi delay ⛔. Na hi wahan yeh hota hai ki paise kisi aur ke account mein chale jaayein 😵‍💫, Aur na hi 1-2 din ka wait karna padta hai 🕰️. Bas address daalo 🧾 aur seedha paisa aapke account mein aa jaata hai 💳✅. Aur doosri baat yeh hai ki yeh banking system 🏦 kuch dinon mein",UBL Digital,['Aur doosri baat yeh hai ki yeh bankac'],['NULL'],['negative'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
nice banking app,UBL Digital,['banking app'],['nice'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
ماشاءاللہ یو بی ایل بنک لمیٹڈ کی طرف سے اچھی کاوش ہے,UBL Digital,['NULL'],['NULL'],['negative'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
My app stuck on ( Pay now ). Kindly fix this issue,UBL Digital,['app'],['stuck'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
Good Services but isn't efficient enough.,UBL Digital,['Services'],['Good'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
very nice app..,UBL Digital,['app'],['nice'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
app is good kindly remove otp option on old benificery,UBL Digital,['app'],['good'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
"Their helpline customer support is really pathetic, They drop your call constantly when you ask for any service deactivation.",UBL Digital,['helpline customer support'],['pathetic'],['negative'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
hello dear im overseas my ubl acount need veryfacion i want joine the video meet call pleace hellp me ? i all ready send sms g mail but not received me response,UBL Digital,['NULL'],['NULL'],['negative'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
I have a good experience,UBL Digital,['experience'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
this is one of the best application,UBL Digital,['application'],['best'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
it's good 💯 App 👍,UBL Digital,['App'],['good'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
UBL app is very friendly to use. I have been using this app since 2000 or more.,UBL Digital,['UBL app'],['friendly'],['positive'],['SOFTWARE#USABILITY'],['APP#USABILITY_FEATURES']
love it 😍😍😍😍,UBL Digital,['NULL'],['love'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
issue in sign up plzz fix that,UBL Digital,['sign up'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
best banking app experience,UBL Digital,['banking app'],['best'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
good app 💯💯💯💯,UBL Digital,['app'],['good'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
I have changed my location my app will not working when I'm open the app white down service inaccessible what I'm do?,UBL Digital,['app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
fazool bank ever abhi ek week b nh hua account banaye huye phlyy 200 debit card charges cut krliye then 2600 again debit card charges cut krliye then 400 again koi or charges cut krliye ye koi tareeqa hai? phlyy inform Tou krein humein Issy better Tou meezan hai na acc k charges na card k charges bekaar tareef bank seriously very disappointed aesy hi Kisi ki b payment cut krli 3 Saal sy meezan me account hai sirf annual fee cut Hoti hai wo b with permission very very disappointed seriously,UBL Digital,['fazool bank'],['disappointed'],['negative'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
behtarin digital system,UBL Digital,['behtarin digital system'],['NULL'],['neutral'],['SOFTWARE#GENERAL'],['APP#FEATURES']
easypaisa jazzcash limit problem,UBL Digital,['NULL'],['easypaisa jazzcash'],['negative'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
so beautiful app ❤️,UBL Digital,['app'],['beautiful'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
UBL app is not open and not used in the Qatar please tell me what's problem,UBL Digital,['UBL app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
it is Owsome App,UBL Digital,['Owsome App'],['NULL'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
very nice and friendly,UBL Digital,['NULL'],['nice'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
highly recommended bank in pakistan I have been using all banks but ubl is the best.,UBL Digital,['ubl'],['best'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
Very easy to use Very good,UBL Digital,['use'],['easy'],['positive'],['LAPTOP#USABILITY'],['APP#USABILITY']
too much good 👍,UBL Digital,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
i love ubl bank,UBL Digital,['ubl bank'],['love'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
pathetic service with zero customer satisfaction.,UBL Digital,['service'],['pathetic'],['negative'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
"there are a lot of improvements needed in UBL app like BALANCE AVAILABLE without login, Whatsapp balance and mini statement",UBL Digital,"['UBL app', 'BALANCE AVAILABLE without login', 'Whatsapp balance', 'mini statement']","['improvements', 'NULL', 'NULL', 'NULL']","['negative', 'negative', 'negative', 'negative']","['SOFTWARE#OPERATION_PERFORMANCE', 'SOFTWARE#OPERATION_PERFORMANCE', 'SOFTWARE#OPERATION_PERFORMANCE', 'SOFTWARE#OPERATION_PERFORMANCE']","['APP#PERFORMANCE', 'APP#PERFORMANCE', 'APP#PERFORMANCE', 'APP#PERFORMANCE']"
