Unnamed: 0,bank,review,rating,Aspects,Opinions,Sentiments,Categories,Simplified_Category
45,SBI,"SBI has a very good application, since i am using this savings account more than 7 years. No need to maintain minimum balance,  because this is a salary comes savings account. For cash withdrawal and all i am getting instantly alert text.  I am not getting any offer message from bank and their service was good.",5.0,SBI,good,positive,SUPPORT#GENERAL,SUPPORT
46,review,I have opened the savings account from TNSC bank because its undertaken by state Government. I need to maintain a minimum balance of Rs. 1000. I have never applied the facility of mobile app and net banking. Bank response is good. They have taken almost 2 days to sent the debit card and cheque book to my residential address.,5.0,savings account,opened,neutral,SOFTWARE#GENERAL,SOFTWARE
46,review,I have opened the savings account from TNSC bank because its undertaken by state Government. I need to maintain a minimum balance of Rs. 1000. I have never applied the facility of mobile app and net banking. Bank response is good. They have taken almost 2 days to sent the debit card and cheque book to my residential address.,5.0,mobile app,never applied,neutral,SOFTWARE#GENERAL,SOFTWARE
46,review,I have opened the savings account from TNSC bank because its undertaken by state Government. I need to maintain a minimum balance of Rs. 1000. I have never applied the facility of mobile app and net banking. Bank response is good. They have taken almost 2 days to sent the debit card and cheque book to my residential address.,5.0,net banking,never applied,neutral,SOFTWARE#GENERAL,SOFTWARE
46,review,I have opened the savings account from TNSC bank because its undertaken by state Government. I need to maintain a minimum balance of Rs. 1000. I have never applied the facility of mobile app and net banking. Bank response is good. They have taken almost 2 days to sent the debit card and cheque book to my residential address.,5.0,Bank response,good,positive,SUPPORT#GENERAL,SUPPORT
47,review,6 years before i have chosen my standard chartered bank savings account earlier it was my salary account after that i have converted in savings account. I don't need to maintain any minimum balance. Its best bank but branches are not available like other banks anyway i don't feel its big issue because all the facilities are available on their app and net banking.,5.0,savings account,best,positive,SUPPORT#GENERAL,SUPPORT
47,review,6 years before i have chosen my standard chartered bank savings account earlier it was my salary account after that i have converted in savings account. I don't need to maintain any minimum balance. Its best bank but branches are not available like other banks anyway i don't feel its big issue because all the facilities are available on their app and net banking.,5.0,branches,not available,negative,SERVICE#GENERAL,SERVICE
48,HDFC Bank,"More than 8 years, i have been using the salary account from HDFC bank. I went to their branch for cash deposit or withdrawal and the response is good. Its a zero balance maintenance account. Their Internet banking facility and mobile app is user friendly. They don't charge me any hidden charges. There is charge of Rs. 5 for IMPS transactions.",5.0,salary account,good,positive,SUPPORT#GENERAL,SUPPORT
48,HDFC Bank,"More than 8 years, i have been using the salary account from HDFC bank. I went to their branch for cash deposit or withdrawal and the response is good. Its a zero balance maintenance account. Their Internet banking facility and mobile app is user friendly. They don't charge me any hidden charges. There is charge of Rs. 5 for IMPS transactions.",5.0,Internet banking facility,friendly,positive,SUPPORT#GENERAL,SUPPORT
48,HDFC Bank,"More than 8 years, i have been using the salary account from HDFC bank. I went to their branch for cash deposit or withdrawal and the response is good. Its a zero balance maintenance account. Their Internet banking facility and mobile app is user friendly. They don't charge me any hidden charges. There is charge of Rs. 5 for IMPS transactions.",5.0,mobile app,friendly,positive,SOFTWARE#GENERAL,SOFTWARE
49,review,"For the past 8 months, i have been using salary account with Andhra Bank and its been very good experience. They are giving 3.5% interest rate for savings account and its okay. I'm not using using mobile banking for checking balance and to do transactions. Their app is easy to access.",4.0,salary account,good experience,positive,SUPPORT#GENERAL,SUPPORT
49,review,"For the past 8 months, i have been using salary account with Andhra Bank and its been very good experience. They are giving 3.5% interest rate for savings account and its okay. I'm not using using mobile banking for checking balance and to do transactions. Their app is easy to access.",4.0,interest rate,ok,positive,interest rate,FINANCE
49,review,"For the past 8 months, i have been using salary account with Andhra Bank and its been very good experience. They are giving 3.5% interest rate for savings account and its okay. I'm not using using mobile banking for checking balance and to do transactions. Their app is easy to access.",4.0,savings account,ok,positive,SUPPORT#GENERAL,SUPPORT
49,review,"For the past 8 months, i have been using salary account with Andhra Bank and its been very good experience. They are giving 3.5% interest rate for savings account and its okay. I'm not using using mobile banking for checking balance and to do transactions. Their app is easy to access.",4.0,mobile banking,easy to access,positive,SOFTWARE#USABILITY,SOFTWARE
50,review,"I am using Syndicate bank salary account for the past  1.5 years with the net banking  service as well as mobile banking, these are good and I used to transfer money and also transaction history can be checked . Banking service is pretty good and customer service is also giving me good response if I contact them for any assistance.",5.0,net banking service,good,positive,SUPPORT#GENERAL,SUPPORT
50,review,"I am using Syndicate bank salary account for the past  1.5 years with the net banking  service as well as mobile banking, these are good and I used to transfer money and also transaction history can be checked . Banking service is pretty good and customer service is also giving me good response if I contact them for any assistance.",5.0,mobile banking,good,positive,SOFTWARE#GENERAL,SOFTWARE
50,review,"I am using Syndicate bank salary account for the past  1.5 years with the net banking  service as well as mobile banking, these are good and I used to transfer money and also transaction history can be checked . Banking service is pretty good and customer service is also giving me good response if I contact them for any assistance.",5.0,Banking service,good,positive,SUPPORT#GENERAL,SUPPORT
50,review,"I am using Syndicate bank salary account for the past  1.5 years with the net banking  service as well as mobile banking, these are good and I used to transfer money and also transaction history can be checked . Banking service is pretty good and customer service is also giving me good response if I contact them for any assistance.",5.0,customer service,good,positive,SUPPORT#GENERAL,SUPPORT
